原 id,id,type,question,option_1,option_2,option_3,answer,media_file,解析
297,m_txt_284,choice_text,領有聯結車、大客車、大貨車或小型車駕駛執照，駕駛重型機車者，應處,罰鍰,當場禁止其駕駛,以上皆是,3,,持汽車駕照駕駛重型機車視同無照，處罰鍰並當場禁止駕駛
298,m_txt_285,choice_text,機車駕駛人佔用自行車專用道行駛，經當場舉發者，應處,加以勸導,罰鍰並記違規點數 1 點,無規定,2,,機車佔用自行車專用道行駛，將處罰鍰並記違規點數 1 點
299,m_txt_286,choice_text,下列何者不得參加駕駛執照考驗,有酒精、麻醉劑、興奮劑中毒者,未取得醫師出具最近兩年以上未發作診斷證明書之癲癇疾病者,以上皆是,3,,酒精藥物中毒、未控制癲癇等狀況皆不得參加駕照考驗，確保安全
300,m_txt_287,choice_text,牌照遺失或破損，不報請公路主管機關補發、換發或重新申請者應處以,罰鍰及責令補換牌照,禁止其駕駛,以上皆是,3,,考點在於「牌照合法性」牌照遺失或損壞若未依規定申報補換發，將面臨罰鍰並責令補換，且在補換前禁止該車輛行駛
301,m_txt_288,choice_text,號牌污穢，不洗刷清楚或為他物遮蔽，非行車途中因遇雨、雪道路泥濘所致者,罰鍰及責令改正,禁止其駕駛,以上皆是,3,,號牌污穢或遮蔽，將面臨罰鍰、責令改正並禁止駕駛
302,m_txt_289,choice_text,使用偽造、變造或矇領之駕駛執照駕駛小型車或機車者,罰鍰並當場禁止其駕駛,未滿 18 歲之駕駛人及其法定代理人或監護人應同時施以道路交通安全講習,以上皆是,3,,使用偽造駕照駕駛，將罰鍰、禁止駕駛，未成年者及其監護人須講習
303,m_txt_290,choice_text,駕駛人行經泥濘或積水道路，不減速慢行，致污濕他人身體、衣物者,罰鍰,記違規點數 1 點,吊扣駕照 1 個月,1,,行經泥濘積水路段未減速，致污濕他人者，處以罰鍰
304,m_txt_291,choice_text,駕駛人因雨、霧視線不清或道路上臨時發生障礙，不減速慢行者,罰鍰,記違規點數 1 點,吊扣駕照 1 個月,1,,雨霧視線不清或遇障礙未減速慢行，將處以罰鍰
305,m_txt_292,choice_text,駕駛人在起駛前，不讓行進中之車輛、行人優先通行，經當場舉發者,吊扣駕照 1 個月,施以道路交通安全講習,罰鍰並記違規點數 1 點,3,,起駛前未讓行進中車輛行人優先，將罰鍰並記違規點數 1 點
306,m_txt_293,choice_text,不服從交通勤務警察或依法令執行交通指揮、稽查任務人員之指揮或稽查，經當場舉發者,吊扣駕照 1 個月,罰鍰並記違規點數 1 點,施以道路交通安全講習,2,,不服從交通警察指揮或稽查，將罰鍰並記違規點數 1 點
307,m_txt_294,choice_text,未投保強制汽車責任保險而肇事者，經扣留車輛牌照後，何時發還？,繳清罰鍰後發還,肇事案件結案後發還,依規定投保後發還,3,,未投保強制險肇事，扣留牌照後，須依規定投保才能發還
308,m_txt_295,choice_text,依強制汽車責任保險法所處之罰鍰經限期繳納，屆期未繳納者,吊扣駕照 1 個月,依法移送強制執行,以上皆是,2,,強制汽車責任保險罰鍰逾期未繳納者，將依法移送強制執行
309,m_txt_296,choice_text,報廢之汽車仍行駛者,應處以罰鍰,禁止其行駛，車輛並沒入之,以上皆是,3,,報廢車輛仍行駛，將處罰鍰、禁止行駛並沒入車輛
310,m_txt_297,choice_text,號牌遺失不報請公路主管機關補發，經舉發後仍不辦理而行駛者，處以,罰鍰,禁止其行駛,以上皆是,3,,號牌遺失未補發仍行駛，將處罰鍰並禁止其行駛
311,m_txt_298,choice_text,事故車輛機件及車上痕跡證據尚須檢驗、鑑定或查證者，警察機關,不可扣留處理,扣留期間不得超過 1 個月,扣留期間不得超過 3 個月,3,,事故車輛需檢驗鑑定，警察機關扣留期間不得超過 3 個月
312,m_txt_299,choice_text,以下何者「非」道路交通事故案件之可向警察機關申請閱覽或提供相關資料之人？,當事人,目擊證人,利害關係人,2,,目擊證人非交通事故當事人或利害關係人，無法申請閱覽資料
313,m_txt_300,choice_text,事故車輛機件損壞，其行駛安全堪虞者應,禁止其行駛,強制沒入,緩慢駛離,1,,事故車輛機件損壞影響安全，應禁止其行駛
314,m_txt_301,choice_text,處理違反道路交通管理事件，有關文書送達之程序，依下列何者之規定？,民法,刑法,行政程序法,3,,違反道路交通管理事件文書送達程序，依行政程序法規定
315,m_txt_302,choice_text,道路交通管理之稽查，違規紀錄，非由下列何者執行之？,交通勤務警察,依法令執行交通稽查任務人員,地方法院法官,3,,道路交通管理稽查，非由地方法院法官執行
316,m_txt_303,choice_text,交通勤務警察或依法令執行交通稽查任務人員，對不服稽查而逃逸之人、車,為免發生危險，不得追蹤稽查,得追蹤稽查,須鳴槍示警,2,,警察對不服稽查而逃逸之人車，得追蹤稽查
317,m_txt_304,choice_text,違反道路交通管理事件受處罰人，無法 1 次完納罰鍰者,吊扣駕照 1 至 3 個月,可拿物品抵押,得申請分期繳納罰鍰,3,,罰鍰無法一次繳納者，得申請分期繳納
318,m_txt_305,choice_text,道路交通事故案件當事人或利害關係人得於幾日內向警察機關申請閱覽或提供相關資料？,於事故現場提出申請該事故當事人登記聯單,於事故 7 日後得申請閱覽或提供現場圖現場照片,以上皆是,3,,交通事故當事人或利害關係人，可申請登記聯單或於 7 日後申請現場圖照
319,m_txt_306,choice_text,下列何者為道路交通安全規則所稱「慢車」？,腳踏自行車,電動自行車,以上皆是,3,,道路交通安全規則所稱「慢車」包含腳踏自行車及電動自行車
320,m_txt_307,choice_text,報考機車駕照，體格檢查視力之標準為何？,單眼裸視視力各達 0.5，雙眼裸視視力應達 0.6,單眼矯正視力各達 0.6，雙眼矯正視力應達 0.8,以上皆是,3,,報考機車駕照，體檢視力標準需符合裸視或矯正視力之規定
321,m_txt_308,choice_text,機車車身式樣、車身、頭燈等設備或使用性質、顏色等如要變更，均應向公路監理機關辦理登記；違反者以下列何者為處分對象？,車主,駕駛人,變更設備的機車車行,1,,機車變更設備未登記者，以車主為處分對象
322,m_txt_309,choice_text,依現行規定，初次考領機車駕駛執照之流程，下列何者正確？,筆試→路考→講習→領照,筆試→講習→路考→領照,講習→筆試→路考→領照,3,,初次考領機車駕照流程為：講習→筆試→路考→領照
323,m_txt_310,choice_text,"機車行車速度，超過規定最高時速幾公里以上即可能遭處罰新臺幣 6,000 元以上 36,000 元以下罰鍰、吊扣牌照 6 個月，及接受道安講習？",40 公里,50 公里,60 公里,1,,超速 40 公里以上，可能罰鍰、吊扣牌照 6 個月並講習
324,m_txt_311,choice_text,使用中之機車皆須投保強制汽車責任保險，且申請換發牌照、異動登記或過戶時，保險證有效期間至少應滿,20 日,30 日,35 日以上,2,,辦理機車換牌、異動或過戶，強制險效期至少需滿 30 日
325,m_txt_312,choice_text,車牌裝置於旋轉架上以規避違規超速照相取締之罰則，下列何者不正確？,以車主為處分對象,吊扣牌照,處以罰鍰,2,,車牌裝置旋轉架規避取締，罰則通常為吊銷牌照而非吊扣
326,m_txt_313,choice_text,未滿 18 歲駕駛人違反無照騎車之處分，下列何者須施以道路交通安全講習？,僅駕駛人,駕駛人之法定代理人或監護人,駕駛人及其法定代理人或監護人,3,,未成年無照騎車，駕駛人及其監護人均須道路安全講習
327,m_txt_314,choice_text,機車失竊，其汽車燃料使用費徵至,失竊前 1 天,至監理單位辦理失竊登記日,報案日,1,,機車失竊，汽車燃料使用費徵收至失竊前一日
328,m_txt_315,choice_text,駕駛人之體格及體能變化已不符合格標準，應,駕照繳回當地監理機關,不需繳回駕照,評估仍可駕駛即無需繳回,1,,駕駛人體格體能不符標準，應將駕照繳回監理機關
329,m_txt_316,choice_text,申請機車考驗，筆試不及格者，不得參加路考，其及格標準為,交通規則 80 分，路考 70 分,交通規則 85 分，路考 70 分,交通規則及路考各 80 分,2,,機車考驗筆試及格標準為交通規則 85 分，路考 70 分
330,m_txt_317,choice_text,駕駛人其視力檢查合格標準，下列何者為非？,兩眼祼視力達 0.6 以上者，且每眼各達 0.5 以上者,矯正後兩眼視力達 0.8 以上，且每眼各達 0.6 以上者,兩眼祼視力及每眼需達 0.6 以上,3,,視力檢查標準並非要求兩眼裸視及每眼均需達 0.6 以上
331,m_txt_318,choice_text,駕駛人經考驗及格，未領有駕駛執照前，,不可駕駛汽車,可駕駛汽車,駕駛技術優良則可駕車,1,,考驗及格但未領有駕照前，不可駕駛機車
332,m_txt_319,choice_text,申請駕駛執照考驗，不依規定或利用不正當手段報名參加應考者，下列何者不正確？,已考領駕駛執照者無效，由公路監理機關註銷並追繳之,報考人及代考人均自查獲之日起五年內不得再行報考,已考領駕駛執照者無法註銷,3,,利用不正當手段考領駕照者，監理機關有權註銷
333,m_txt_320,choice_text,行車速度超過規定之最高速限或低於規定之最低速限違規之舉發，採用科學儀器取得證據資料，於一般道路應於多少距離明顯標示？,100 公尺至 300 公尺間,200 公尺至 400 公尺間,300 公尺至 500 公尺間,1,,測速照相器於一般道路應在 100 至 300 公尺間明顯標示
334,m_txt_321,choice_text,受處分人不服道路交通管理處罰條例第 8 條或第 37 條第 5 項處罰之裁決者，應以原處分機關為被告，逕向管轄之高等行政法院地方行政訴訟庭提起訴訟；其中撤銷訴訟之提起，應於裁決書送達後幾日內為之？,20 日,30 日,60 日,2,,不服交通裁決提起撤銷訴訟，應於裁決書送達後 30 日內為之
335,m_txt_322,choice_text,逕行舉發違規停車之情形，而駕駛人、汽車所有人不在場或未能將汽車移置，每逾幾小時得連續舉發？,2 小時,3 小時,6 小時,1,,逕行舉發違規停車，每逾 2 小時得連續舉發
336,m_txt_323,choice_text,駕駛人駕駛汽車肇事致人受傷而逃逸者，吊銷其駕駛執照且多久不得考領？,1 年,2 年,3 年,3,,肇事致人受傷逃逸，駕照吊銷且 3 年內不得考領
337,m_txt_324,choice_text,機車號牌遺失者，重新申領牌照，需要檢附何者開立之車牌遺失證明單？,村里長,警察機關,機車購買廠商,2,,機車號牌遺失申領，需檢附警察機關開立之證明單
338,m_txt_325,choice_text,機車行照自中華民國 102 年 1 月 1 日起需不需要申請換發,需要,不需要,車齡 10 年以上才需要,2,,機車行照自民國 102 年起，已不需申請換發
339,m_txt_326,choice_text,機車已不堪使用應向監理機關申請,過戶,停駛,報廢,3,,機車不堪使用，應向監理機關申請報廢
340,m_txt_327,choice_text,機車買賣或讓予應向監理機關申請,過戶,停駛,報廢,1,,機車買賣或讓予，應向監理機關申請過戶
341,m_txt_328,choice_text,機車失竊時應檢附警察機關車輛失竊證明單向公路監理機關申辦,註銷牌照登記,車輛報廢,過戶登記,1,,機車失竊應檢附證明單向監理機關申辦註銷牌照登記
342,m_txt_329,choice_text,機車號牌規定下列何者不正確？,不得偽造、變造或矇領,不得私下買賣,可借供他車使用,3,,機車號牌不可借供他車使用，此為不正確敘述
343,m_txt_330,choice_text,鐵路平交道上無看守人員管理或無遮斷器、警鈴、閃光號誌之設備者，駕駛人應在軌道外幾公尺前暫停、看、聽鐵路兩方無火車來時，始得通過？,1 至 2 公尺,3 至 6 公尺,無規定,2,,無號誌平交道，應在軌道外 3 至 6 公尺前暫停、看、聽
344,m_txt_331,choice_text,鐵路平交道設有遮斷器或看守人員管理者，下列何者為不正確？,如警鈴已響、閃光號誌已顯示或遮斷器已開始放下或看守人員表示停止時，應即暫停，俟遮斷器開放或看守人員表示通行後，始得通過,如遮斷器未放下或看守人員未表示停止時，仍應看、聽鐵路兩方無火車駛來，始得通過,遮斷器開放後應盡速通過，無需左右查看,3,,平交道遮斷器開放後，仍應查看確認安全再通過，不可急衝
345,m_txt_332,choice_text,駕駛執照遺失後應,重新考領駕照,向公路監理機關申請補發,登報作廢即可,2,,駕駛執照遺失後，應向公路監理機關申請補發
346,m_txt_333,choice_text,駕駛執照破爛損毀不易辨明時，要,申請換發,重行考領,不須換領,1,,駕駛執照損毀不易辨明時，應申請換發
347,m_txt_334,choice_text,"駕駛人無正當理由，不依規定接受道路交通安全講習者，處新臺幣 1,800 元罰鍰，經再通知依限參加講習，逾期 6 個月以上仍不參加者，應罰",吊扣行車執照,吊銷駕駛執照,吊扣駕駛執照,3,,無故不參加道安講習，逾期 6 個月以上將吊扣駕駛執照
348,m_txt_335,choice_text,肇事逃逸案件，經通知所有人到場說明，無故不到場說明，或不提供駕駛人相關資料者,吊銷牌照,吊扣牌照,吊扣駕照,2,,肇事逃逸案，車主未說明或未提供資料，將吊扣牌照
